,manager_name,company_name,male_score,female_score,photo_urls
1482,朱运,易方达基金管理有限公司,58.102,57.828,https://human.amac.org.cn/gs/photo/147014849188114701484918810.jpg
1483,曹芙蓉,华润元大基金管理有限公司,65.455,69.203,https://human.amac.org.cn/gs/photo/2401061052347441.png
1484,孙鲁闽,南方基金管理股份有限公司,66.786,69.192,https://human.amac.org.cn/gs/photo/143098365055514172.jpg
1485,宋宾煌,格林基金管理有限公司,69.928,73.427,https://human.amac.org.cn/gs/photo/2106301909418096.jpg
1486,颜灵珊,博时基金管理有限公司,65.265,69.976,https://human.amac.org.cn/gs/photo/147610220852014761022085200.jpg
1487,邓岳,新华基金管理股份有限公司,68.131,67.601,https://human.amac.org.cn/gs/photo/149138515629314913851562930.jpg
1488,徐寅喆,汇添富基金管理股份有限公司,83.594,85.739,https://human.amac.org.cn/gs/photo/144493429058714449342905870.JPG
1489,张晓霞,泰康基金管理有限公司,77.743,82.844,https://human.amac.org.cn/gs/photo/2211111344512348.jpg
1490,李涛,嘉实基金管理有限公司,52.834,49.898,https://human.amac.org.cn/gs/photo/159287357121915928735712190.jpg
1491,单文,工银瑞信基金管理有限公司,58.557,57.556,https://human.amac.org.cn/gs/photo/143398430148814339843014880.jpg
1492,梁铭超,嘉实基金管理有限公司,50.591,54.218,https://human.amac.org.cn/gs/photo/143098391635519902.jpg
1493,仲奇超,嘉实基金管理有限公司,67.555,69.213,https://human.amac.org.cn/gs/photo/2207041417053866.jpg
1494,杨宇俊,国联基金管理有限公司,54.263,56.743,https://human.amac.org.cn/gs/photo/2401151623225964.jpg
1495,林帆,浦银安盛基金管理有限公司,76.954,77.892,https://human.amac.org.cn/gs/photo/154201532736415420153273640.jpg
1496,王经瑞,鹏扬基金管理有限公司,66.066,66.275,https://human.amac.org.cn/gs/photo/145568605008814556860500880.jpg
1497,谢芝兰,兴证全球基金管理有限公司,70.926,73.993,https://human.amac.org.cn/gs/photo/145855125263814585512526380.jpg
1498,张雪薇,景顺长城基金管理有限公司,54.747,55.356,https://human.amac.org.cn/gs/photo/150656337037015065633703700.jpg
1499,王艺伟,交银施罗德基金管理有限公司,64.372,66.697,https://human.amac.org.cn/gs/photo/143098390169819580.jpg
1500,尹珂嘉,工银瑞信基金管理有限公司,71.728,68.19,https://human.amac.org.cn/gs/photo/149973320619914997332061990.jpg
1501,孙倩倩,金鹰基金管理有限公司,64.322,62.071,https://human.amac.org.cn/gs/photo/145917279163614591727916360.JPG
1502,熊潇雅,南方基金管理股份有限公司,88.586,91.783,https://human.amac.org.cn/gs/photo/2109291040430888.jpg
1503,羊睿佳,招商基金管理有限公司,,,https://human.amac.org.cn/gs/photo/2404191538599955.jpg
1504,王斌,银华基金管理股份有限公司,57.691,68.063,https://human.amac.org.cn/gs/photo/145008873365414500887336540.jpg
1505,林沐尘,中加基金管理有限公司,83.495,83.042,https://human.amac.org.cn/gs/photo/149973443806314997344380630.JPG
1506,李恒,摩根基金管理（中国）有限公司,62.511,69.152,https://human.amac.org.cn/gs/photo/2409061704114660.jpg
1507,杨煜城,淳厚基金管理有限公司,82.454,82.551,https://human.amac.org.cn/gs/photo/2010291741490854.jpeg
1508,张英,西部利得基金管理有限公司,55.772,49.875,https://human.amac.org.cn/gs/photo/153682741122515368274112250.jpg
1509,张超,兴业基金管理有限公司,55.375,62.084,https://human.amac.org.cn/gs/photo/143098366442814476.jpg
1510,张文,新疆前海联合基金管理有限公司,63.625,69.209,https://human.amac.org.cn/gs/photo/156878946177115687894617710.jpg
1511,洪志,广发基金管理有限公司,69.444,74.719,https://human.amac.org.cn/gs/photo/143098373732116101.jpg
1512,徐彦,大成基金管理有限公司,62.371,68.435,https://human.amac.org.cn/gs/photo/14309832330415898.jpg
1513,姜英,国泰基金管理有限公司,56.977,64.965,https://human.amac.org.cn/gs/photo/143625875419814362587541980.jpg
1514,王霈,中加基金管理有限公司,73.588,75.86,https://human.amac.org.cn/gs/photo/157710985978915771098597890.jpg
1515,曹春林,创金合信基金管理有限公司,66.527,67.671,https://human.amac.org.cn/gs/photo/143392602206114339260220610.JPG
1516,张东波,中欧基金管理有限公司,63.321,59.239,https://human.amac.org.cn/gs/photo/150779231440815077923144080.jpg
1517,潘永昌,诺德基金管理有限公司,66.682,68.407,https://human.amac.org.cn/gs/photo/146961097533714696109753370.jpg
1518,毛文博,华宝基金管理有限公司,69.623,73.893,https://human.amac.org.cn/gs/photo/143573636972214357363697220.jpg
1519,苗婷,中银基金管理有限公司,65.165,62.439,https://human.amac.org.cn/gs/photo/146347220279514634722027950.jpg
1520,蔡熠阳,宏利基金管理有限公司,83.735,86.828,https://human.amac.org.cn/gs/photo/2206091237368432.jpg
1521,黄月镭,天治基金管理有限公司,71.38,73.856,https://human.amac.org.cn/gs/photo/2011091601459823.jpg
1522,刘昊,民生加银基金管理有限公司,53.866,56.605,https://human.amac.org.cn/gs/photo/1430982944193200.jpg
1523,刘昇,汇添富基金管理股份有限公司,66.953,66.983,https://human.amac.org.cn/gs/photo/147159771751214715977175120.jpg
1524,李子家,中加基金管理有限公司,78.688,79.955,https://human.amac.org.cn/gs/photo/2208131819431460.jpg
1525,张九龙,华夏基金管理有限公司,77.905,79.216,https://human.amac.org.cn/gs/photo/2210261722520185.png
1526,童立,华商基金管理有限公司,63.295,67.503,https://human.amac.org.cn/gs/photo/145386690836514538669083650.jpg
1527,裘明达,恒越基金管理有限公司,83.59,85.26,https://human.amac.org.cn/gs/photo/148110949252614811094925260.jpg
1528,林暐,金鹰基金管理有限公司,67.416,71.409,https://human.amac.org.cn/gs/photo/14309832734676646.jpg
1529,张浩硕,东海基金管理有限责任公司,56.521,64.946,https://human.amac.org.cn/gs/photo/155478391749115547839174910.JPG
1530,孟楠,长安基金管理有限公司,47.567,54.752,https://human.amac.org.cn/gs/photo/153362987785015336298778500.jpg
1531,刘子豪,工银瑞信基金管理有限公司,78.983,82.898,https://human.amac.org.cn/gs/photo/2209271231157758.png
1532,方纬,华泰柏瑞基金管理有限公司,69.042,71.045,https://human.amac.org.cn/gs/photo/2205300944450620.jpg
1533,白玉,浙商基金管理有限公司,59.066,56.186,https://human.amac.org.cn/gs/photo/143098351106311280.jpg
1534,黄成扬,泰康基金管理有限公司,64.216,69.107,https://human.amac.org.cn/gs/photo/2211111158147654.jpg
1535,朱睿,鹏华基金管理有限公司,82.073,85.64,https://human.amac.org.cn/gs/photo/155427918616815542791861680.jpg
1536,刘锴,博时基金管理有限公司,55.126,55.803,https://human.amac.org.cn/gs/photo/145031876731814503187673180.jpg
1537,贺涛,华安基金管理有限公司,72.593,74.692,https://human.amac.org.cn/gs/photo/143098355471112159.jpg
1538,周潜玮,万家基金管理有限公司,69.148,74.815,https://human.amac.org.cn/gs/photo/148280339062114828033906210.jpg
1539,魏凤春,创金合信基金管理有限公司,52.605,55.353,https://human.amac.org.cn/gs/photo/2203091844350819.jpg
1540,李巍,广发基金管理有限公司,75.445,77.816,https://human.amac.org.cn/gs/photo/14309834060729193.jpg
1541,詹佳,光大保德信基金管理有限公司,83.671,83.93,https://human.amac.org.cn/gs/photo/152280475582315228047558230.jpg
1542,刘静,前海开源基金管理有限公司,61.951,63.042,https://human.amac.org.cn/gs/photo/143433375464314343337546430.jpg
1543,傅浩,中航基金管理有限公司,55.331,55.584,https://human.amac.org.cn/gs/photo/2303081118134668.jpg
1544,杨达伟,浦银安盛基金管理有限公司,70.657,70.396,https://human.amac.org.cn/gs/photo/2103051307086373.jpg
1545,赵端端,泓德基金管理有限公司,47.534,47.822,https://human.amac.org.cn/gs/photo/153205701980115320570198010.jpg
1546,应俊帅,长城基金管理有限公司,60.449,64.371,https://human.amac.org.cn/gs/photo/153068853959315306885395930.jpg
1547,毛可君,东吴基金管理有限公司,72.655,74.013,https://human.amac.org.cn/gs/photo/154535401968215453540196820.jpg
1548,裴禹翔,民生加银基金管理有限公司,75.432,78.64,https://human.amac.org.cn/gs/photo/145207117583014520711758300.JPG
1549,王润栋,南方基金管理股份有限公司,77.257,78.656,https://human.amac.org.cn/gs/photo/143900186456914390018645690.jpg
1550,王帆,天弘基金管理有限公司,63.992,66.324,https://human.amac.org.cn/gs/photo/2109071546522203.JPG
1551,曹文俊,富国基金管理有限公司,57.908,57.947,https://human.amac.org.cn/gs/photo/143098353249911699.jpg
1552,江虹,景顺长城基金管理有限公司,65.82,67.74,https://human.amac.org.cn/gs/photo/2107141702440177.JPG
1553,唐能,银华基金管理股份有限公司,69.107,66.615,https://human.amac.org.cn/gs/photo/143325628882914332562888290.jpg
1554,朱凯,宝盈基金管理有限公司,72.142,78.024,https://human.amac.org.cn/gs/photo/2112291537518356.jpg
1555,赵云煜,建信基金管理有限责任公司,63.575,65.759,https://human.amac.org.cn/gs/photo/143098376464616692.jpg
1556,腊博,兴业基金管理有限公司,67.885,71.253,https://human.amac.org.cn/gs/photo/143408394211414340839421140.jpg
1557,李巍,华宝基金管理有限公司,65.406,66.252,https://human.amac.org.cn/gs/photo/2308311702288503.png
1558,唐颐恒,富国基金管理有限公司,64.672,66.639,https://human.amac.org.cn/gs/photo/156013345379415601334537940.jpg
1559,关键,民生加银基金管理有限公司,55.436,60.054,https://human.amac.org.cn/gs/photo/144472626852014447262685200.jpg
1560,张志强,国海富兰克林基金管理有限公司,55.615,54.667,https://human.amac.org.cn/gs/photo/143098361860213481.jpg
1561,王明旭,光大保德信基金管理有限公司,80.186,80.608,https://human.amac.org.cn/gs/photo/2107141122192676.jpg
1562,肖觅,嘉实基金管理有限公司,54.275,59.471,https://human.amac.org.cn/gs/photo/143937153807514393715380750.jpg
1563,宋海岸,长信基金管理有限责任公司,60.756,63.444,https://human.amac.org.cn/gs/photo/144551646407514455164640750.jpg
1564,杨桢霄,易方达基金管理有限公司,53.035,55.448,https://human.amac.org.cn/gs/photo/147002133576414700213357640.jpg
1565,冯明远,信达澳亚基金管理有限公司,65.625,66.457,https://human.amac.org.cn/gs/photo/147306215028014730621502800.JPG
1566,张琦,易方达基金管理有限公司,65.882,70.402,https://human.amac.org.cn/gs/photo/150053818645215005381864520.jpg
1567,赵小燕,恒越基金管理有限公司,52.952,54.449,https://human.amac.org.cn/gs/photo/151835879190115183587919010.jpg
1568,杜培俊,鹏华基金管理有限公司,72.55,76.08,https://human.amac.org.cn/gs/photo/2103091745095503.jpg
1569,杨行远,太平基金管理有限公司,67.232,68.79,https://human.amac.org.cn/gs/photo/149726177071414972617707140.jpg
1570,刘宏毅,华润元大基金管理有限公司,42.386,48.882,https://human.amac.org.cn/gs/photo/14309832473636166.jpg
1571,曾鸿,华泰柏瑞基金管理有限公司,77.047,75.707,https://human.amac.org.cn/gs/photo/143098369122015081.jpg
1572,李超,汇添富基金管理股份有限公司,59.384,63.891,https://human.amac.org.cn/gs/photo/153189517231115318951723110.jpg
1573,周少博,宏利基金管理有限公司,56.843,59.006,https://human.amac.org.cn/gs/photo/144430804684314443080468430.jpg
1574,张诗悦,兴业基金管理有限公司,73.5,76.318,https://human.amac.org.cn/gs/photo/145070027883614507002788360.jpg
1575,撒伟旭,国寿安保基金管理有限公司,72.058,73.873,https://human.amac.org.cn/gs/photo/152231541197215223154119720.jpg
1576,张岩,宏利基金管理有限公司,43.09,45.822,https://human.amac.org.cn/gs/photo/143611100711514361110071150.jpg
1577,王然,东方基金管理股份有限公司,57.135,53.352,https://human.amac.org.cn/gs/photo/143098350011911065.jpg
1578,李梦媛,建信基金管理有限责任公司,66.392,68.904,https://human.amac.org.cn/gs/photo/150147104915615014710491560.jpg
1579,陶宏伟,汇添富基金管理股份有限公司,68.401,72.535,https://human.amac.org.cn/gs/photo/157896397268215789639726820.jpg
1580,张峰,农银汇理基金管理有限公司,71.377,72.961,https://human.amac.org.cn/gs/photo/143873848906014387384890600.jpg
1581,刘志强,先锋基金管理有限公司,57.925,60.61,https://human.amac.org.cn/gs/photo/149084017952614908401795260.jpg
1582,徐小勇,长安基金管理有限公司,54.033,58.031,https://human.amac.org.cn/gs/photo/143098370277415345.jpg
1583,祁晓菲,兴合基金管理有限公司,83.602,86.666,https://human.amac.org.cn/gs/photo/2409231646052502.jpg
1584,柯政,工银瑞信基金管理有限公司,84.436,86.95,https://human.amac.org.cn/gs/photo/2308181023568431.jpg
1585,赵滔滔,诺德基金管理有限公司,64.173,66.99,https://human.amac.org.cn/gs/photo/14309833894768899.jpg
1586,石雨欣,华安基金管理有限公司,36.261,35.962,https://human.amac.org.cn/gs/photo/143443304861014344330486100.jpg
1587,陈大烨,鹏华基金管理有限公司,49.866,53.268,https://human.amac.org.cn/gs/photo/150840103515415084010351540.jpg
1588,蒋敏,银河基金管理有限公司,53.733,55.431,https://human.amac.org.cn/gs/photo/156709682079215670968207920.jpg
1589,郑霜,中金基金管理有限公司,78.277,83.248,https://human.amac.org.cn/gs/photo/2207271641361286.jpg
1590,陈杰,华商基金管理有限公司,56.274,61.266,https://human.amac.org.cn/gs/photo/154529672513615452967251360.jpg
1591,金莉,创金合信基金管理有限公司,62.342,63.95,https://human.amac.org.cn/gs/photo/154096737166615409673716660.jpg
1592,龚德伟,鹏扬基金管理有限公司,55.308,56.574,https://human.amac.org.cn/gs/photo/2105191734424696.jpeg
1593,张为,中航基金管理有限公司,65.208,65.161,https://human.amac.org.cn/gs/photo/149690991321214969099132120.jpg
1594,何彪,汇添富基金管理股份有限公司,67.273,72.992,https://human.amac.org.cn/gs/photo/156845527404015684552740400.jpg
1595,刘骥,南方基金管理股份有限公司,58.107,60.283,https://human.amac.org.cn/gs/photo/1430982950284310.jpg
1596,郎骋成,富荣基金管理有限公司,62.792,64.442,https://human.amac.org.cn/gs/photo/148829181272414882918127240.jpg
1597,尹粒宇,天弘基金管理有限公司,58.872,59.007,https://human.amac.org.cn/gs/photo/149300964095414930096409540.jpg
1598,陈瑶,天弘基金管理有限公司,58.894,55.952,https://human.amac.org.cn/gs/photo/14309830543142374.jpg
1599,王惟,博时基金管理有限公司,64.306,69.061,https://human.amac.org.cn/gs/photo/143098373104515961.jpg
1600,张天麒,安信基金管理有限责任公司,66.013,68.473,https://human.amac.org.cn/gs/photo/147972246269114797224626910.jpg
1601,胡骏,广发基金管理有限公司,67.159,68.613,https://human.amac.org.cn/gs/photo/144438138365914443813836590.jpg
1602,章成,永赢基金管理有限公司,81.355,78.397,https://human.amac.org.cn/gs/photo/155506089255815550608925580.jpg
1603,李彦,华夏基金管理有限公司,65.04,69.391,https://human.amac.org.cn/gs/photo/1430982965938615.jpg
1604,张艳琳,前海开源基金管理有限公司,74.938,76.493,https://human.amac.org.cn/gs/photo/145430219760914543021976090.jpg
1605,谢夫,国寿安保基金管理有限公司,65.138,67.464,https://human.amac.org.cn/gs/photo/155486495027915548649502790.jpg
1606,张屹岩,中邮创业基金管理股份有限公司,76.136,79.118,https://human.amac.org.cn/gs/photo/150336845086815033684508680.jpg
1607,邹建,大成基金管理有限公司,76.944,80.551,https://human.amac.org.cn/gs/photo/146966434006114696643400610.jpg
1608,尤宏业,工银瑞信基金管理有限公司,66.148,72.512,https://human.amac.org.cn/gs/photo/144705349788114470534978810.jpg
1609,程泉璋,招商基金管理有限公司,79.812,82.828,https://human.amac.org.cn/gs/photo/154451782546015445178254600.jpg
1610,方晗,嘉实基金管理有限公司,62.446,66.134,https://human.amac.org.cn/gs/photo/14309830248961766.jpg
1611,李敏,工银瑞信基金管理有限公司,66.842,67.27,https://human.amac.org.cn/gs/photo/14309832073415385.jpg
1612,周智硕,建信基金管理有限责任公司,57.587,61.996,https://human.amac.org.cn/gs/photo/149338810126714933881012670.jpg
1613,李华平,平安基金管理有限公司,62.236,63.974,https://human.amac.org.cn/gs/photo/157664012631115766401263110.jpg
1614,李育鑫,广发基金管理有限公司,72.007,72.482,https://human.amac.org.cn/gs/photo/156325595860515632559586050.jpg
1615,张金涛,嘉实基金管理有限公司,55.621,61.739,https://human.amac.org.cn/gs/photo/143435184707614343518470760.jpg
1616,张睿,兴证全球基金管理有限公司,63.888,66.447,https://human.amac.org.cn/gs/photo/14309832875746902.jpg
1617,周笑雯,宏利基金管理有限公司,78.065,80.583,https://human.amac.org.cn/gs/photo/2103121441247678.jpg
1618,祖大为,易方达基金管理有限公司,52.219,56.419,https://human.amac.org.cn/gs/photo/2104121028342132.JPG
1619,潘水洋,南方基金管理股份有限公司,61.927,59.448,https://human.amac.org.cn/gs/photo/150365336795415036533679540.jpg
1620,周思聪,平安基金管理有限公司,71.313,74.944,https://human.amac.org.cn/gs/photo/2310111037121276.jpg
1621,赵宪成,博时基金管理有限公司,58.833,58.278,https://human.amac.org.cn/gs/photo/153965472737415396547273740.jpg
1622,季参平,交银施罗德基金管理有限公司,62.56,66.225,https://human.amac.org.cn/gs/photo/150780112685615078011268560.jpg
1623,孟杰,宏利基金管理有限公司,69.802,68.569,https://human.amac.org.cn/gs/photo/143744356244814374435624480.jpg
1624,李文海,融通基金管理有限公司,52.81,53.116,https://human.amac.org.cn/gs/photo/2301291729435736.jpg
1625,何明,明亚基金管理有限责任公司,61.88,66.147,https://human.amac.org.cn/gs/photo/143098344898510024.jpg
1626,李宪,中银基金管理有限公司,76.272,76.643,https://human.amac.org.cn/gs/photo/143098372889415919.jpg
1627,李剑锋,易方达基金管理有限公司,49.807,52.849,https://human.amac.org.cn/gs/photo/2209021508074354.jpg
1628,赵岩,太平基金管理有限公司,68.846,71.712,https://human.amac.org.cn/gs/photo/147755443661914775544366190.jpg
1629,徐雄晖,大成基金管理有限公司,64.963,68.399,https://human.amac.org.cn/gs/photo/2105062054221234.jpg
1630,邓默,华商基金管理有限公司,51.988,54.622,https://human.amac.org.cn/gs/photo/143892868719914389286871990.JPG
1631,李登虎,建信基金管理有限责任公司,66.495,65.91,https://human.amac.org.cn/gs/photo/145336274572314533627457230.JPG
1632,倪斌,华安基金管理有限公司,67.379,70.321,https://human.amac.org.cn/gs/photo/14309831420934097.jpg
1633,高峥,海富通基金管理有限公司,69.506,73.91,https://human.amac.org.cn/gs/photo/149136913377014913691337700.JPG
1634,王恒楠,诺德基金管理有限公司,77.775,80.184,https://human.amac.org.cn/gs/photo/144307807103114430780710310.jpg
1635,辜玉璞,工银瑞信基金管理有限公司,68.261,69.454,https://human.amac.org.cn/gs/photo/153139785108715313978510870.jpg
1636,刘迪,交银施罗德基金管理有限公司,53.006,54.766,https://human.amac.org.cn/gs/photo/144292782755514429278275550.jpg
1637,臧金娟,嘉实基金管理有限公司,62.734,60.5,https://human.amac.org.cn/gs/photo/146726585141814672658514180.jpg
1638,李蕤宏,融通基金管理有限公司,62.925,65.342,https://human.amac.org.cn/gs/photo/147126601035814712660103580.jpg
1639,朱靖宇,浙商基金管理有限公司,66.094,67.855,https://human.amac.org.cn/gs/photo/156574588789615657458878960.jpg
1640,车广路,湘财基金管理有限公司,57.468,53.776,https://human.amac.org.cn/gs/photo/157058719275615705871927560.jpg
1641,戴军,大成基金管理有限公司,68.318,67.886,https://human.amac.org.cn/gs/photo/143273627839714327362783970.jpg
1642,高钢杰,浦银安盛基金管理有限公司,66.905,67.865,https://human.amac.org.cn/gs/photo/154027080067915402708006790.JPG
1643,龙南质,国寿安保基金管理有限公司,59.844,53.226,https://human.amac.org.cn/gs/photo/147875927889514787592788950.jpg
1644,陆彬,汇丰晋信基金管理有限公司,69.273,72.324,https://human.amac.org.cn/gs/photo/143098381056717673.jpg
1645,李崟,招商基金管理有限公司,59.27,61.116,https://human.amac.org.cn/gs/photo/145258652785814525865278580.JPG
1646,余斌,博时基金管理有限公司,71.492,71.91,https://human.amac.org.cn/gs/photo/2401101509157399.jpg
1647,石玉,中金基金管理有限公司,56.224,56.254,https://human.amac.org.cn/gs/photo/146537364526014653736452600.jpg
1648,WANGYANG,贝莱德基金管理有限公司,71.726,75.692,https://human.amac.org.cn/gs/photo/2207281528349025.jpg
1649,刘婷,工银瑞信基金管理有限公司,73.273,75.825,https://human.amac.org.cn/gs/photo/14309831473024199.jpg
1650,张建胜,博道基金管理有限公司,66.847,68.04,https://human.amac.org.cn/gs/photo/149015066909714901506690970.jpg
1651,易圣倩,西部利得基金管理有限公司,62.082,69.469,https://human.amac.org.cn/gs/photo/2111091408508905.jpg
1652,邓娟,兴证全球基金管理有限公司,73.898,71.702,https://human.amac.org.cn/gs/photo/143702361688614370236168860.jpg
1653,庞文杰,北信瑞丰基金管理有限公司,61.328,58.857,https://human.amac.org.cn/gs/photo/143980235569414398023556940.jpg
1654,占冠良,安信基金管理有限责任公司,52.723,56.297,https://human.amac.org.cn/gs/photo/144618950961914461895096190.jpg
1655,陈涵,工银瑞信基金管理有限公司,68.34,68.417,https://human.amac.org.cn/gs/photo/143330191436014333019143600.jpg
1656,黄道立,路博迈基金管理（中国）有限公司,74.452,80.281,https://human.amac.org.cn/gs/photo/2304281442236684.png
1657,柳红亮,中信保诚基金管理有限公司,75.32,75.81,https://human.amac.org.cn/gs/photo/156586378838215658637883820.jpg
1658,董伟炜,西部利得基金管理有限公司,69.298,71.982,https://human.amac.org.cn/gs/photo/2407191527420097.jpg
1659,翁凯骅,浦银安盛基金管理有限公司,68.528,71.542,https://human.amac.org.cn/gs/photo/2303092329035173.jpg
1660,张富盛,富国基金管理有限公司,58.262,58.136,https://human.amac.org.cn/gs/photo/145736415525914573641552590.jpg
1661,刘宏达,万家基金管理有限公司,56.603,56.68,https://human.amac.org.cn/gs/photo/149759471111214975947111120.jpg
1662,苏华清,富国基金管理有限公司,67.064,68.067,https://human.amac.org.cn/gs/photo/2207071001003432.jpg
1663,张雅君,易方达基金管理有限公司,60.764,64.637,https://human.amac.org.cn/gs/photo/143261076457014326107645700.JPG
1664,彭紫云,建信基金管理有限责任公司,81.197,82.191,https://human.amac.org.cn/gs/photo/155909660921415590966092140.jpg
1665,李帅,中欧基金管理有限公司,48.389,56.363,https://human.amac.org.cn/gs/photo/143290651327614329065132760.jpg
1666,耿嘉洲,万家基金管理有限公司,77.774,76.635,https://human.amac.org.cn/gs/photo/157573009856715757300985670.jpg
1667,黄波,光大保德信基金管理有限公司,69.254,67.474,https://human.amac.org.cn/gs/photo/146522119147014652211914700.jpg
1668,刘星宇,永赢基金管理有限公司,72.186,74.45,https://human.amac.org.cn/gs/photo/2302070800544145.jpg
1669,谢昌旭,汇添富基金管理股份有限公司,75.381,76.507,https://human.amac.org.cn/gs/photo/2205311355231373.jpeg
1670,张大铮,英大基金管理有限公司,60.771,63.09,https://human.amac.org.cn/gs/photo/143098363699413884.jpg
1671,海洋,华商基金管理有限公司,70.515,68.914,https://human.amac.org.cn/gs/photo/149075219267914907521926790.jpg
1672,何江波,景顺长城基金管理有限公司,62.296,61.555,https://human.amac.org.cn/gs/photo/147323938338914732393833890.jpg
1673,王克玉,泓德基金管理有限公司,63.423,65.043,https://human.amac.org.cn/gs/photo/143822358314214382235831420.jpg
1674,程逸飞,宝盈基金管理有限公司,73.714,75.453,https://human.amac.org.cn/gs/photo/154503516782715450351678270.JPG
1675,金岚枫,南方基金管理股份有限公司,58.856,63.291,https://human.amac.org.cn/gs/photo/151972502995615197250299560.jpg
1676,倪权生,摩根基金管理（中国）有限公司,65.799,63.597,https://human.amac.org.cn/gs/photo/14309830353511978.jpg
1677,李进,融通基金管理有限公司,85.37,84.418,https://human.amac.org.cn/gs/photo/149966878745114996687874510.jpg
1678,刘田,海富通基金管理有限公司,81.894,82.446,https://human.amac.org.cn/gs/photo/146346320265314634632026530.jpg
1679,李卓锴,嘉实基金管理有限公司,60.451,63.703,https://human.amac.org.cn/gs/photo/151445103870915144510387090.jpg
1680,徐铭浩,诺安基金管理有限公司,52.046,60.654,https://human.amac.org.cn/gs/photo/2303200918384976.png
1681,肖瑞瑾,博时基金管理有限公司,60.84,61.942,https://human.amac.org.cn/gs/photo/148135579609814813557960980.jpg
1682,武幼辉,广发基金管理有限公司,69.737,72.918,https://human.amac.org.cn/gs/photo/148237474793814823747479380.jpg
1683,程涛涛,华润元大基金管理有限公司,64.169,64.274,https://human.amac.org.cn/gs/photo/155836372629115583637262910.jpg
1684,郑少芳,大成基金管理有限公司,71.856,72.605,https://human.amac.org.cn/gs/photo/14309831488514234.jpg
1685,韩广哲,金鹰基金管理有限公司,65.858,68.43,https://human.amac.org.cn/gs/photo/143098352355411530.jpg
1686,史博,南方基金管理股份有限公司,61.048,62.229,https://human.amac.org.cn/gs/photo/143098366555114506.jpg
1687,秦雨佳,银河基金管理有限公司,76.623,79.224,https://human.amac.org.cn/gs/photo/149907979267914990797926790.jpg
1688,石东,万家基金管理有限公司,78.127,79.667,https://human.amac.org.cn/gs/photo/2307101636555881.jpg
1689,冯雨生,南方基金管理股份有限公司,72.553,77.944,https://human.amac.org.cn/gs/photo/2109081715424761.jpg
1690,吴刚,国联基金管理有限公司,62.349,65.335,https://human.amac.org.cn/gs/photo/143098350369811130.jpg
1691,徐一,中银基金管理有限公司,58.928,64.477,https://human.amac.org.cn/gs/photo/149146079357014914607935700.jpg
1692,赵宗庭,华夏基金管理有限公司,76.387,79.249,https://human.amac.org.cn/gs/photo/143924987816214392498781620.jpg
1693,张博洋,嘉实基金管理有限公司,79.474,83.935,https://human.amac.org.cn/gs/photo/2209051003427418.jpg
1694,陈平,汇丰晋信基金管理有限公司,62.285,63.766,https://human.amac.org.cn/gs/photo/143408941112314340894111230.jpg
1695,温宇峰,汇添富基金管理股份有限公司,53.17,56.484,https://human.amac.org.cn/gs/photo/143349506135814334950613580.jpg
1696,斯子文,兴证全球基金管理有限公司,70.951,74.556,https://human.amac.org.cn/gs/photo/155477429494415547742949440.jpg
1697,鲍武斌,银河基金管理有限公司,62.848,66.422,https://human.amac.org.cn/gs/photo/143098372832115908.jpg
1698,方媛,泰信基金管理有限公司,44.003,48.452,https://human.amac.org.cn/gs/photo/2012080900077171.jpg
1699,王宇超,永赢基金管理有限公司,69.134,72.581,https://human.amac.org.cn/gs/photo/159339958133815933995813380.jpg
1700,马龙,招商基金管理有限公司,67.875,63.763,https://human.amac.org.cn/gs/photo/14309833770308649.jpg
1701,冯波,易方达基金管理有限公司,56.936,59.393,https://human.amac.org.cn/gs/photo/2009231852174264.jpg
1702,郑振源,创金合信基金管理有限公司,63.698,61.696,https://human.amac.org.cn/gs/photo/143254909371914325490937190.jpg
1703,缪夏美,浦银安盛基金管理有限公司,85.152,85.269,https://human.amac.org.cn/gs/photo/2111171230569940.png
1704,贺大路,中银基金管理有限公司,54.447,51.491,https://human.amac.org.cn/gs/photo/148964262348014896426234800.jpg
1705,马晓东,安信基金管理有限责任公司,84.258,89.14,https://human.amac.org.cn/gs/photo/2107182215506121.jpg
1706,过蓓蓓,汇添富基金管理股份有限公司,57.182,63.52,https://human.amac.org.cn/gs/photo/158554793958115855479395810.jpg
1707,戴明洋,南方基金管理股份有限公司,73.027,73.222,https://human.amac.org.cn/gs/photo/2203081030489149.png
1708,蔡志文,汇添富基金管理股份有限公司,76.852,79.067,https://human.amac.org.cn/gs/photo/143098371976015716.jpg
1709,张翼飞,安信基金管理有限责任公司,62.936,66.683,https://human.amac.org.cn/gs/photo/2305081517270647.jpg
1710,曾婷婷,大成基金管理有限公司,81.842,81.535,https://human.amac.org.cn/gs/photo/2206011328418051.jpg
1711,梁晓明,西部利得基金管理有限公司,68.512,73.34,https://human.amac.org.cn/gs/photo/150089577645115008957764510.jpg
1712,林心龙,天弘基金管理有限公司,76.681,73.775,https://human.amac.org.cn/gs/photo/143929207818614392920781860.jpg
1713,王瑞炮,平安基金管理有限公司,80.867,80.542,https://human.amac.org.cn/gs/photo/2010160942592385.jpg
1714,许廷全,汇丰晋信基金管理有限公司,46.569,51.106,https://human.amac.org.cn/gs/photo/156024846504215602484650420.jpg
1715,邢烨,东海基金管理有限责任公司,82.188,83.527,https://human.amac.org.cn/gs/photo/153793619148715379361914870.jpg
